ID_imagen,Clase,Latitud,Longitud,defectuoso
1713381764381321.jpg,Clasicas-(Prevencion),-32.57354374242041,-57.11678030116867,True
1713381958491002.jpg,Clasicas-(Prevencion),-32.56932894179098,-57.09411506279369,True
1713381984284932.jpg,Clasicas-(Prevencion),-32.56824133871327,-57.09097395148906,True
1713382068149693.jpg,Clasicas-(Prevencion),-32.56634976952131,-57.08416141090453,True
1713382102288718.jpg,Clasicas-(Prevencion),-32.56607777564239,-57.08141184570584,True
1713382136048423.jpg,Clasicas-(Prevencion),-32.56525826253215,-57.07921236530608,True
1713382192395061.jpg,Clasicas-(Prevencion),-32.56142381600848,-57.07915268351753,True
1713382285811852.jpg,Clasicas-(Prevencion),-32.55703996786513,-57.07534389370233,True
1713382670962122.jpg,Clasicas-(Prevencion),-32.55305759064616,-57.07074963784214,False
1713382702273470.jpg,Clasicas-(Prevencion),-32.55196187085276,-57.06595723151409,False
1713382722343076.jpg,Clasicas-(Prevencion),-32.5506229103133,-57.0617335958087,False
1713382874106564.jpg,Clasicas-(Prevencion),-32.53873987554689,-57.0420734553007,True
1713382908176628.jpg,Clasicas-(Prevencion),-32.54039575905167,-57.03735108473771,True
1713382955281598.jpg,Clasicas-(Prevencion),-32.5451349859645,-57.03083432265854,False
1713383025662294.jpg,Clasicas-(Prevencion),-32.54292771071857,-57.02225459741365,False
1713383130563142.jpg,Clasicas-(Prevencion),-32.5308362319889,-57.01315852801408,True
1713383164219409.jpg,Clasicas-(Prevencion),-32.52913484907413,-57.00770211849032,True
1713383285085404.jpg,Clasicas-(Prevencion),-32.53900919254534,-56.99184573563085,False
1713383352604846.jpg,Clasicas-(Prevencion),-32.54802795072248,-56.98159391963091,True
1713383384674856.jpg,Clasicas-(Prevencion),-32.54981775933722,-56.97843375044444,False
1713383487436825.jpg,Clasicas-(Prevencion),-32.55957482656796,-56.96076368943476,False
1713383597095576.jpg,Clasicas-(Prevencion),-32.56092790353989,-56.94947018628236,True
1713383630613908.jpg,Clasicas-(Prevencion),-32.56201109912219,-56.94251067609583,False
1713383677787855.jpg,Clasicas-(Prevencion),-32.5631245645064,-56.93655339017375,False
1713383709995800.jpg,Clasicas-(Prevencion),-32.56260053548134,-56.93181448204537,False
1713383712409671.jpg,Clasicas-(Prevencion),-32.56248756414477,-56.93136155418462,False
1713383716271864.jpg,Clasicas-(Prevencion),-32.56235911276325,-56.93088284563437,False
1713383718685737.jpg,Clasicas-(Prevencion),-32.56228320163294,-56.93048787818202,False
1713383721582384.jpg,Clasicas-(Prevencion),-32.56215962604573,-56.93015642422746,False
1713383721582384.jpg,Clasicas-(Prevencion),-32.56222703576839,-56.93024680993676,False
1713383721582384.jpg,Clasicas-(Prevencion),-32.56219241634405,-56.93017231561384,False
1713383721582384.jpg,Clasicas-(Prevencion),-32.56223898053774,-56.93029475886231,False
1713383721582384.jpg,Clasicas-(Prevencion),-32.56225220173731,-56.93035632326024,False
1713383731858579.jpg,Clasicas-(Prevencion),-32.56196976655887,-56.92995845582738,False
1713383731858579.jpg,Clasicas-(Prevencion),-32.56192810563103,-56.92992441546342,False
1713383731858579.jpg,Clasicas-(Prevencion),-32.56187021383135,-56.92989931014829,False
1713383731858579.jpg,Clasicas-(Prevencion),-32.56200476290702,-56.92997445147742,False
1713383735720773.jpg,Clasicas-(Prevencion),-32.56162043505973,-56.93003478010797,False
1713383735720773.jpg,Clasicas-(Prevencion),-32.56182799655171,-56.92992832148428,False
1713383772825432.jpg,Clasicas-(Prevencion),-32.56008686862844,-56.92951550888554,False
1713383975832026.jpg,Clasicas-(Prevencion),-32.55346448430002,-56.90696422360554,True
1713383979349383.jpg,Clasicas-(Prevencion),-32.55290162944716,-56.90685004592834,True
1713384055282887.jpg,Clasicas-(Prevencion),-32.54875150627792,-56.90151551679593,False
1713384141768450.jpg,Clasicas-(Prevencion),-32.54064740384806,-56.89124690349151,True
1713384224529760.jpg,Clasicas-(Prevencion),-32.54078045133104,-56.8784846062592,False
1713384375534673.jpg,Clasicas-(Prevencion),-32.54181316476706,-56.86784475817257,False
1713384382845255.jpg,Clasicas-(Prevencion),-32.54188514328673,-56.86735352443677,False
1713384392224868.jpg,Otras-(Reglamentacion),-32.5419579295085,-56.86672704079802,False
1713384422777587.jpg,Clasicas-(Prevencion),-32.54238162638844,-56.86293901070287,False
1713384425191458.jpg,Otras-(Prevencion),-32.54237773241611,-56.86289698683005,False
1713384451675078.jpg,Clasicas-(Prevencion),-32.54361413407837,-56.8611675856972,False
1713384461020211.jpg,Clasicas-(Prevencion),-32.54379573116284,-56.86067949383011,False
1713384461020211.jpg,Clasicas-(Prevencion),-32.54388320388721,-56.86074137048869,False
1713374961322465.jpg,entradas,-32.56378839435,-57.47441156825001,False
1713375016496725.jpg,entradas,-32.5629027094,-57.46358179175,False
1713375102844457.jpg,puentes,-32.5618345135,-57.44392872515,False
1713375130500564.jpg,entradas,-32.5619610569,-57.4373812436,False
1713375133466183.jpg,entradas,-32.5619779943,-57.43665012185,False
1713375207641124.jpg,entradas,-32.56066849305,-57.41876893040001,False
1713375240262935.jpg,entradas,-32.5598961117,-57.4109364622,False
1713375310506731.jpg,entradas,-32.55877133435,-57.3964992616,False
1713375338438734.jpg,puentes,-32.55852583305,-57.39415815465,False
1713375357887683.jpg,entradas,-32.55846113285,-57.39287683115001,False
1713375371577818.jpg,entradas,-32.55874493275,-57.39163046015,False
1713375401096083.jpg,entradas,-32.55947434355,-57.39016799195,False
1713375403096153.jpg,entradas,-32.5595109609,-57.3899970959,False
1713375421579561.jpg,entradas,-32.5596756825,-57.38922338575,False
1713375424958988.jpg,entradas,-32.55973815795,-57.3889370588,False
1713375460477469.jpg,entradas,-32.56016676195,-57.38696372225,False
1713375474960734.jpg,entradas,-32.56038329515,-57.38598760249999,False
1713375485788704.jpg,entradas,-32.56057987635,-57.38514630975,False
1713375505823887.jpg,entradas,-32.5611322079,-57.38275717054999,False
1713375518582955.jpg,entradas,-32.5612451054,-57.38162149335,False
1713375528307434.jpg,entradas,-32.56125750865,-57.38123913375,False
1713375537652590.jpg,entradas,-32.5612883803,-57.3800492239,False
1713375545514935.jpg,entradas,-32.5613209615,-57.37879316735,False
1713375552342762.jpg,entradas,-32.56135866585,-57.37769156035,False
1713375561584469.jpg,entradas,-32.5614034878,-57.37631806909999,False
1713375566481192.jpg,entradas,-32.5614278671,-57.375744822,False
1713375583102471.jpg,entradas,-32.56145102715,-57.37501031675,False
1713375593309723.jpg,entradas,-32.56143034945,-57.37379500175,False
1713375716796853.jpg,entradas,-32.5616701946,-57.36576469614999,False
1713375729004187.jpg,entradas,-32.56171163315,-57.36456685685,False
1713375764039916.jpg,puentes,-32.561767211,-57.36275585935,False
1713375825524865.jpg,entradas,-32.56193995424999,-57.35852378835,False
1713376245022660.jpg,puentes,-32.56225156465,-57.3309356041,False
1713377278714970.jpg,entradas,-32.5764852935,-57.2887578434,False
1713377502273761.jpg,entradas,-32.57429641125,-57.28157319975,False
1713377562656103.jpg,puentes,-32.57238616565,-57.27971769905,False
1713377759903557.jpg,entradas,-32.57124951474999,-57.2660261681,False
1713377983946773.jpg,entradas,-32.5668987684,-57.24999393175,False
1713378033672644.jpg,entradas,-32.5654999825,-57.24586683675,False
1713378078156943.jpg,puentes,-32.56437058125,-57.24271582,False
1713378208920088.jpg,entradas,-32.5622415388,-57.23336043934999,False
1713378229334587.jpg,puentes,-32.56246951045,-57.2312341559,False
1713378258232128.jpg,entradas,-32.5628164293,-57.2294683445,False
1713378277887975.jpg,entradas,-32.5623496141,-57.22789433665,False
1713378319820448.jpg,entradas,-32.56143866075,-57.2253559601,False
1713378373960235.jpg,entradas,-32.559648565,-57.22234867925,False
1713378458480352.jpg,puentes,-32.5573755781,-57.21635225545,False
1713378701281659.jpg,entradas,-32.5466475034,-57.2054140681,False
1713378709143986.jpg,entradas,-32.54636869235,-57.20500917045,False
1713379010050602.jpg,entradas,-32.52976873585,-57.201307307,False
1713379273989510.jpg,entradas,-32.51534856475,-57.2007815931,False
1713379290128866.jpg,entradas,-32.51538922325,-57.1994714092,False
1713379313439981.jpg,puentes,-32.51545794815,-57.19768501,False
1713379349510137.jpg,puentes,-32.51566574015,-57.19585909495,False
1713379414822642.jpg,puentes,-32.51630723725,-57.19327074875,False
1713379725177665.jpg,puentes,-32.5173310005,-57.17497640019999,False
1713380138156607.jpg,puentes,-32.52839673725,-57.15809690155,False
1713380512789408.jpg,entradas,-32.52217555695,-57.15649111275,True
1713380518651667.jpg,entradas,-32.52201429,-57.15686201525,False
1713380523962182.jpg,entradas,-32.52195066915,-57.15700974705,False
1713380530307213.jpg,entradas,-32.52180607035,-57.15735185525,False
1713380534721153.jpg,entradas,-32.52168600165,-57.15762865015,False
1713380605102704.jpg,entradas,-32.5218248263,-57.15738723925,False
1713380609930471.jpg,entradas,-32.52191025675,-57.1571685886,False
1713380620965310.jpg,entradas,-32.5220393999,-57.15688005235,False
1713380632620857.jpg,entradas,-32.5222304555,-57.15642408245,False
1713380874559662.jpg,entradas,-32.5253952378,-57.1472316886,False
1713380969355804.jpg,puentes,-32.5329895915,-57.14468586585,False
1713381227950296.jpg,entradas,-32.54907685585,-57.1264928844,False
1713381256295144.jpg,entradas,-32.551544082,-57.1244265039,False
1713381282641707.jpg,entradas,-32.5537776739,-57.12249802965,False
1713381368058242.jpg,entradas,-32.56061774625,-57.12193124735,False
1713381895488979.jpg,entradas,-32.5718938961,-57.101262359,False
1713382074011947.jpg,entradas,-32.5662269781,-57.08395197975,False
1713382305984914.jpg,entradas,-32.5562445209,-57.0743960387,False
1713382714618695.jpg,entradas,-32.5514421452,-57.0636630353,False
1713382731998557.jpg,entradas,-32.5500049151,-57.06035158725,False
1713382887279404.jpg,entradas,-32.53823479115,-57.04044000445001,False
1713383334949097.jpg,entradas,-32.54538720799999,-56.983959149,False
1713383363294848.jpg,puentes,-32.54887428965,-56.98065861505,False
1713383495161218.jpg,entradas,-32.55992562635,-56.9598702209,False
1713383509713416.jpg,puentes,-32.56019797,-56.9590017076,False
1713383611164995.jpg,entradas,-32.56118058115,-56.94674159535001,False
1713383642752231.jpg,puentes,-32.5622302959,-56.94114703775,False
1713383687512308.jpg,entradas,-32.56332015325,-56.93532697485,False
1713383725513545.jpg,puentes,-32.56220209275,-56.93032197949999,False
1713383889484393.jpg,entradas,-32.5568122151,-56.91427540885,False
1713383935554857.jpg,entradas,-32.55760076075,-56.908081724,False
1713383994936095.jpg,puentes,-32.5520108374,-56.90677370665,False
1713384155424067.jpg,entradas,-32.5397101896,-56.89015445415,False
1713384164182970.jpg,entradas,-32.53967780815,-56.8893635345,False
1713384242599314.jpg,entradas,-32.54090974255,-56.87550246585,False
1713384277186644.jpg,entradas,-32.54154201675,-56.8697332982,False
1713384288428389.jpg,entradas,-32.5416975231,-56.868504432,False
1713384399259585.jpg,entradas,-32.54192924925,-56.86645822245,False
1713384402156227.jpg,entradas,-32.5419688975,-56.8661191565,False
1713384409466813.jpg,entradas,-32.5421063695,-56.86494840315,False
1713384433674493.jpg,entradas,-32.54263467635,-56.8626174758,False
1713384437536691.jpg,entradas,-32.5428051597,-56.8623512753,False
1713384449743985.jpg,entradas,-32.54337959,-56.8614381716,False
1713384479020794.jpg,entradas,-32.544532293,-56.85963095865,False
1713446057956022.jpg,Otras-(Reglamentacion),-32.35267406135208,-57.19321284457495,False
1713447023865336.jpg,Clasicas-(Prevencion),-32.32641351424085,-57.04799215339448,True
1713447032693237.jpg,Clasicas-(Prevencion),-32.32653062958862,-57.04743779654194,False
1713447132214038.jpg,Otras-(Informacion),-32.32709374188573,-57.0435986762904,False
1713447142421300.jpg,Informacion-verde,-32.3271624523566,-57.04283967394482,False
1713447164766928.jpg,Otras-(Reglamentacion),-32.32803976961755,-57.03892649202717,False
1713447172146503.jpg,Otras-(Reglamentacion),-32.32834030342799,-57.03765059220828,False
1713447180422657.jpg,Clasicas-(Prevencion),-32.32864209500781,-57.03650331847005,False
1713447180422657.jpg,Otras-(Reglamentacion),-32.32865667037571,-57.0364940680327,False
1713447201940672.jpg,Otras-(Reglamentacion),-32.33029694719816,-57.03521785255646,False
1713447264563610.jpg,Otras-(Reglamentacion),-32.34031609623167,-57.03618639609386,False
1713447269874151.jpg,Otras-(Reglamentacion),-32.34113907163289,-57.03620632137454,False
1713447269874151.jpg,Clasicas-(Prevencion),-32.3411230839,-57.03619365937291,False
1713447289805898.jpg,Otras-(Reglamentacion),-32.34316178506969,-57.03510710254742,False
1713447393568264.jpg,Otras-(Reglamentacion),-32.35207564991727,-57.02261176319454,False
1713447397430475.jpg,Clasicas-(Prevencion),-32.35241700212574,-57.02184667389155,False
1713447416707035.jpg,Otras-(Reglamentacion),-32.35315290465685,-57.0183548291343,False
1713447630645851.jpg,Otras-(Reglamentacion),-32.34843147132294,-56.97465804119387,False
1713447633611471.jpg,Otras-(Prevencion),-32.34862102406029,-56.9742183154111,False
1713447636094319.jpg,Clasicas-(Prevencion),-32.34884861867652,-56.97369721000369,False
1713447647336117.jpg,Otras-(Reglamentacion),-32.3494920705439,-56.9721699451046,False
1713447673750874.jpg,Otras-(Reglamentacion),-32.34988666298189,-56.96994486345864,False
1713447836067173.jpg,Otras-(Reglamentacion),-32.37008793588332,-56.94701322147932,False
1713447836067173.jpg,Clasicas-(Prevencion),-32.37008465719514,-56.94700476434337,False
1713447850757368.jpg,Otras-(Reglamentacion),-32.37181998899108,-56.9450045623783,False
1713447863447490.jpg,Otras-(Prevencion),-32.37273984301582,-56.9426555145733,False
1713447866344149.jpg,Clasicas-(Prevencion),-32.37295935738258,-56.94212308875419,False
1713447875103089.jpg,Otras-(Reglamentacion),-32.373660782847,-56.94071053878322,False
1713447903931740.jpg,Otras-(Reglamentacion),-32.37492070394648,-56.93905695399175,False
1713448053385528.jpg,Otras-(Informacion),-32.38715809496015,-56.91762882433517,False
1713448059178844.jpg,Otras-(Reglamentacion),-32.38729971991651,-56.91662444346682,False
1713448060627172.jpg,Otras-(Prevencion),-32.38736462959184,-56.91621298202476,False
1713448066006682.jpg,Clasicas-(Prevencion),-32.38754523348135,-56.91506505729733,False
1713448077938153.jpg,Otras-(Reglamentacion),-32.38772230759218,-56.91332037656277,False
1713448181424738.jpg,Otras-(Prevencion),-32.38818620843164,-56.90395469299614,False
1713448185286952.jpg,Clasicas-(Prevencion),-32.38828708667479,-56.90337837351282,False
1713448189631939.jpg,Otras-(Reglamentacion),-32.38838400130804,-56.90281438706871,False
1713448197356359.jpg,Otras-(Reglamentacion),-32.38866829074549,-56.90189458974765,False
1713448229564449.jpg,Otras-(Reglamentacion),-32.38974037192533,-56.90044988923744,False
1713448249841059.jpg,Informacion-verde,-32.39025093769602,-56.89717019111485,False
1713448427468297.jpg,Otras-(Prevencion),-32.38574965905259,-56.85751205911664,False
1713448427468297.jpg,Otras-(Reglamentacion),-32.38582009703007,-56.85775010820407,False
1713448431813288.jpg,Clasicas-(Prevencion),-32.38551410812217,-56.85677474616862,False
1713448438641123.jpg,Otras-(Reglamentacion),-32.38513776199673,-56.85527309805906,False
1713448470262986.jpg,Otras-(Reglamentacion),-32.38429868343648,-56.8528071869684,False
1713448646717784.jpg,Otras-(Prevencion),-32.39222590191864,-56.81621870708763,False
1713448646717784.jpg,Otras-(Reglamentacion),-32.39206948214542,-56.81650995833271,False
1713448650166186.jpg,Clasicas-(Prevencion),-32.39247773213819,-56.81571564472887,False
1713448658511321.jpg,Otras-(Reglamentacion),-32.39324295400873,-56.81426878345293,False
1713448679063807.jpg,Otras-(Reglamentacion),-32.39432037167693,-56.81347901050636,False
1713448758756411.jpg,Informacion-verde,-32.40155958279103,-56.80145163424206,False
1713448821758740.jpg,Otras-(Reglamentacion),-32.396262665212,-56.79019340990445,False
1713448825895962.jpg,Otras-(Prevencion),-32.39583542663312,-56.78964553667923,False
1713448829345228.jpg,Clasicas-(Prevencion),-32.3953914979107,-56.78906678575972,False
1713448838724885.jpg,Otras-(Reglamentacion),-32.39438837935398,-56.78787124756145,False
1713448858725623.jpg,Otras-(Reglamentacion),-32.39337657054498,-56.78716294474061,False
1713449048905069.jpg,Otras-(Reglamentacion),-32.39474319574189,-56.75166448367666,False
1713449051801724.jpg,Otras-(Prevencion),-32.39474175577989,-56.75120366324452,False
1713449054767350.jpg,Clasicas-(Prevencion),-32.39474892566212,-56.75063127922228,False
1713449067043663.jpg,Otras-(Reglamentacion),-32.39479596071813,-56.74897992820672,False
1713449092492884.jpg,Otras-(Reglamentacion),-32.39531410074018,-56.74731205125624,False
1713449268051068.jpg,Otras-(Reglamentacion),-32.39574530807149,-56.71989171738628,False
1713449275844462.jpg,Clasicas-(Prevencion),-32.39572358511546,-56.71888136740424,False
1713449289155291.jpg,Otras-(Reglamentacion),-32.3956866754675,-56.71723260601683,False
1713449297017649.jpg,PARE,-32.39561040547261,-56.71665386068271,False
1713449297017649.jpg,Otras-(Prevencion),-32.39552467261115,-56.71639834642399,False
1713449310604360.jpg,Otras-(Prevencion),-32.39547141665876,-56.71632315546417,False
1713449319501236.jpg,Informacion-verde,-32.39531631007468,-56.71581105639419,False
1713449326880816.jpg,Clasicas-(Prevencion),-32.39497739737708,-56.71533641083339,False
1713449359364764.jpg,Otras-(Reglamentacion),-32.39251826550502,-56.71465783426056,False
1713449450126714.jpg,Otras-(Informacion),-32.38121834936874,-56.70679810120738,False
1713452237534316.jpg,Clasicas-(Prevencion),-32.36676055008022,-56.56745926223329,True
1713467125228777.jpg,Otras-(Reglamentacion),-32.37735619314581,-56.70196931714786,False
1713467170121127.jpg,Informacion-verde,-32.38136676434633,-56.70723250017955,False
1713467232873870.jpg,Otras-(Reglamentacion),-32.38989866994671,-56.71420842523648,False
1713467236735575.jpg,Otras-(Prevencion),-32.39059280403876,-56.71436343964619,False
1713467240597284.jpg,Clasicas-(Prevencion),-32.39113336634032,-56.71447893703024,False
1713467251216978.jpg,Otras-(Reglamentacion),-32.39256872173587,-56.71479721760907,False
1713467262802101.jpg,Otras-(Prevencion),-32.39367493917938,-56.71525507853062,False
1713467269560087.jpg,Informacion-verde,-32.3944553915498,-56.71535890759598,False
1713467269560087.jpg,Clasicas-(Prevencion),-32.39422222915292,-56.71532453415416,False
1713467308177162.jpg,Otras-(Reglamentacion),-32.39556854002986,-56.71738355287524,False
1713467452508469.jpg,Otras-(Reglamentacion),-32.39531207989498,-56.74494305756352,False
1713467455404747.jpg,Otras-(Prevencion),-32.39528936919636,-56.74546232122202,False
1713467457818312.jpg,Clasicas-(Prevencion),-32.39526494915027,-56.74593580545844,False
1713467466024442.jpg,Otras-(Reglamentacion),-32.39519015207571,-56.7476571826546,False
1713467468438009.jpg,Otras-(Reglamentacion),-32.39511779376722,-56.7481044866577,False
1713467483884836.jpg,Otras-(Reglamentacion),-32.39467542458613,-56.74897542792581,False
1713467652386299.jpg,Otras-(Reglamentacion),-32.39248934910025,-56.7840056104769,False
1713467654799868.jpg,Otras-(Prevencion),-32.39253150645573,-56.7843897962129,False
1713467661557855.jpg,Clasicas-(Prevencion),-32.39275840175977,-56.78570580528547,False
1713467670729413.jpg,Otras-(Reglamentacion),-32.39328504998991,-56.7872535029686,False
1713467692934226.jpg,Otras-(Reglamentacion),-32.39436041988024,-56.78801673356696,False
1713467830990269.jpg,Otras-(Reglamentacion),-32.3957354593411,-56.81129591334597,False
1713467835334690.jpg,Clasicas-(Prevencion),-32.39514613679056,-56.8120635933857,False
1713467843058105.jpg,Otras-(Reglamentacion),-32.39428086231531,-56.81333924046213,False
1713467863814782.jpg,Otras-(Reglamentacion),-32.39306230346911,-56.81434891977496,False
1713468035178051.jpg,Otras-(Reglamentacion),-32.38401173912371,-56.85130348919245,False
1713468037591617.jpg,Otras-(Prevencion),-32.38406433420776,-56.85174020935835,False
1713468040005188.jpg,Clasicas-(Prevencion),-32.38412761919508,-56.85228824726131,False
1713468062692717.jpg,Otras-(Reglamentacion),-32.38494407316192,-56.85499454805433,False
1713468284258186.jpg,Otras-(Reglamentacion),-32.38993685496525,-56.89846297111312,False
1713468287154471.jpg,Otras-(Prevencion),-32.38985985998393,-56.89897605521121,False
1713468289568034.jpg,Clasicas-(Prevencion),-32.38977265020772,-56.89953626878208,False
1713468298256875.jpg,Otras-(Reglamentacion),-32.3895115635034,-56.90117700272587,False
1713468375973740.jpg,Otras-(Prevencion),-32.38713457092619,-56.90981306142911,False
1713468375973740.jpg,PARE,-32.38712124240893,-56.90976411703512,False
1713468382249018.jpg,Clasicas-(Prevencion),-32.38697255368792,-56.91073393086402,False
1713468394799564.jpg,Otras-(Reglamentacion),-32.38689635481479,-56.9122497180267,False
1713468427624083.jpg,Otras-(Reglamentacion),-32.38742069142343,-56.91518551186326,False
1713468432933930.jpg,Otras-(Reglamentacion),-32.38728615518938,-56.91605232700928,False
1713468439209201.jpg,Informacion-verde,-32.38710087343762,-56.91723270845857,False
1713468556543046.jpg,Otras-(Reglamentacion),-32.3754995793179,-56.93729205601124,False
1713468559439324.jpg,Otras-(Prevencion),-32.37531440807143,-56.93776934440573,False
1713468561852893.jpg,Clasicas-(Prevencion),-32.37512552813629,-56.93826013169737,False
1713468570059022.jpg,Otras-(Reglamentacion),-32.37452470857077,-56.93974528943341,False
1713468590815702.jpg,Otras-(Reglamentacion),-32.37341726673343,-56.9409495634984,False
1713468612089569.jpg,Clasicas-(Prevencion),-32.37202969670803,-56.94418740010831,False
1713468626570972.jpg,Otras-(Reglamentacion),-32.37077394354237,-56.94625548438686,False
1713468778418822.jpg,Otras-(Reglamentacion),-32.35037833312484,-56.96838779029723,False
